well,cells,host,samples,media,ind_c,abx_c,replicate,ID,media_source,sample_source,destination,prep_date
D18,y,TOP10,PB4,EZRDM,100uM,40ug,2,TOP10PB4|100uM|2,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D18 of 3 on Temperature Module GEN2 on 3,2023-06-04
E18,y,TOP10,PB4,EZRDM,125uM,40ug,0,TOP10PB4|125uM|0,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E18 of 3 on Temperature Module GEN2 on 3,2023-06-04
F18,y,TOP10,PB4,EZRDM,125uM,40ug,1,TOP10PB4|125uM|1,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F18 of 3 on Temperature Module GEN2 on 3,2023-06-04
G18,y,TOP10,PB4,EZRDM,125uM,40ug,2,TOP10PB4|125uM|2,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G18 of 3 on Temperature Module GEN2 on 3,2023-06-04
H18,y,TOP10,PB4,EZRDM,150um,40ug,0,TOP10PB4|150um|0,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H18 of 3 on Temperature Module GEN2 on 3,2023-06-04
I18,y,TOP10,PB4,EZRDM,150um,40ug,1,TOP10PB4|150um|1,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I18 of 3 on Temperature Module GEN2 on 3,2023-06-04
J18,y,TOP10,PB4,EZRDM,150um,40ug,2,TOP10PB4|150um|2,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J18 of 3 on Temperature Module GEN2 on 3,2023-06-04
K18,y,TOP10,PB5,EZRDM,0uM,40ug,0,TOP10PB5|0uM|0,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K18 of 3 on Temperature Module GEN2 on 3,2023-06-04
L18,y,TOP10,PB5,EZRDM,0uM,40ug,1,TOP10PB5|0uM|1,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L18 of 3 on Temperature Module GEN2 on 3,2023-06-04
M18,y,TOP10,PB5,EZRDM,0uM,40ug,2,TOP10PB5|0uM|2,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M18 of 3 on Temperature Module GEN2 on 3,2023-06-04
N18,y,TOP10,PB5,EZRDM,10uM,40ug,0,TOP10PB5|10uM|0,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N18 of 3 on Temperature Module GEN2 on 3,2023-06-04
O18,y,TOP10,PB5,EZRDM,10uM,40ug,1,TOP10PB5|10uM|1,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O18 of 3 on Temperature Module GEN2 on 3,2023-06-04
P18,y,TOP10,PB5,EZRDM,10uM,40ug,2,TOP10PB5|10uM|2,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P18 of 3 on Temperature Module GEN2 on 3,2023-06-04
A19,y,TOP10,PB5,EZRDM,25uM,40ug,0,TOP10PB5|25uM|0,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A19 of 3 on Temperature Module GEN2 on 3,2023-06-04
B19,y,TOP10,PB5,EZRDM,25uM,40ug,1,TOP10PB5|25uM|1,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B19 of 3 on Temperature Module GEN2 on 3,2023-06-04
C19,y,TOP10,PB5,EZRDM,25uM,40ug,2,TOP10PB5|25uM|2,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C19 of 3 on Temperature Module GEN2 on 3,2023-06-04
D19,y,TOP10,PB5,EZRDM,50uM,40ug,0,TOP10PB5|50uM|0,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D19 of 3 on Temperature Module GEN2 on 3,2023-06-04
E19,y,TOP10,PB5,EZRDM,50uM,40ug,1,TOP10PB5|50uM|1,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E19 of 3 on Temperature Module GEN2 on 3,2023-06-04
F19,y,TOP10,PB5,EZRDM,50uM,40ug,2,TOP10PB5|50uM|2,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F19 of 3 on Temperature Module GEN2 on 3,2023-06-04
G19,y,TOP10,PB5,EZRDM,75uM,40ug,0,TOP10PB5|75uM|0,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G19 of 3 on Temperature Module GEN2 on 3,2023-06-04
H19,y,TOP10,PB5,EZRDM,75uM,40ug,1,TOP10PB5|75uM|1,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H19 of 3 on Temperature Module GEN2 on 3,2023-06-04
I19,y,TOP10,PB5,EZRDM,75uM,40ug,2,TOP10PB5|75uM|2,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I19 of 3 on Temperature Module GEN2 on 3,2023-06-04
J19,y,TOP10,PB5,EZRDM,100uM,40ug,0,TOP10PB5|100uM|0,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J19 of 3 on Temperature Module GEN2 on 3,2023-06-04
K19,y,TOP10,PB5,EZRDM,100uM,40ug,1,TOP10PB5|100uM|1,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K19 of 3 on Temperature Module GEN2 on 3,2023-06-04
L19,y,TOP10,PB5,EZRDM,100uM,40ug,2,TOP10PB5|100uM|2,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L19 of 3 on Temperature Module GEN2 on 3,2023-06-04
M19,y,TOP10,PB5,EZRDM,125uM,40ug,0,TOP10PB5|125uM|0,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M19 of 3 on Temperature Module GEN2 on 3,2023-06-04
N19,y,TOP10,PB5,EZRDM,125uM,40ug,1,TOP10PB5|125uM|1,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N19 of 3 on Temperature Module GEN2 on 3,2023-06-04
O19,y,TOP10,PB5,EZRDM,125uM,40ug,2,TOP10PB5|125uM|2,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O19 of 3 on Temperature Module GEN2 on 3,2023-06-04
P19,y,TOP10,PB5,EZRDM,150um,40ug,0,TOP10PB5|150um|0,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P19 of 3 on Temperature Module GEN2 on 3,2023-06-04
A20,y,TOP10,PB5,EZRDM,150um,40ug,1,TOP10PB5|150um|1,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A20 of 3 on Temperature Module GEN2 on 3,2023-06-04
B20,y,TOP10,PB5,EZRDM,150um,40ug,2,TOP10PB5|150um|2,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B20 of 3 on Temperature Module GEN2 on 3,2023-06-04
C20,y,TOP10,PB6,EZRDM,0uM,40ug,0,TOP10PB6|0uM|0,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C20 of 3 on Temperature Module GEN2 on 3,2023-06-04
D20,y,TOP10,PB6,EZRDM,0uM,40ug,1,TOP10PB6|0uM|1,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D20 of 3 on Temperature Module GEN2 on 3,2023-06-04
E20,y,TOP10,PB6,EZRDM,0uM,40ug,2,TOP10PB6|0uM|2,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E20 of 3 on Temperature Module GEN2 on 3,2023-06-04
F20,y,TOP10,PB6,EZRDM,10uM,40ug,0,TOP10PB6|10uM|0,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F20 of 3 on Temperature Module GEN2 on 3,2023-06-04
G20,y,TOP10,PB6,EZRDM,10uM,40ug,1,TOP10PB6|10uM|1,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G20 of 3 on Temperature Module GEN2 on 3,2023-06-04
H20,y,TOP10,PB6,EZRDM,10uM,40ug,2,TOP10PB6|10uM|2,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H20 of 3 on Temperature Module GEN2 on 3,2023-06-04
I20,y,TOP10,PB6,EZRDM,25uM,40ug,0,TOP10PB6|25uM|0,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I20 of 3 on Temperature Module GEN2 on 3,2023-06-04
J20,y,TOP10,PB6,EZRDM,25uM,40ug,1,TOP10PB6|25uM|1,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J20 of 3 on Temperature Module GEN2 on 3,2023-06-04
K20,y,TOP10,PB6,EZRDM,25uM,40ug,2,TOP10PB6|25uM|2,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K20 of 3 on Temperature Module GEN2 on 3,2023-06-04
L20,y,TOP10,PB6,EZRDM,50uM,40ug,0,TOP10PB6|50uM|0,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L20 of 3 on Temperature Module GEN2 on 3,2023-06-04
M20,y,TOP10,PB6,EZRDM,50uM,40ug,1,TOP10PB6|50uM|1,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M20 of 3 on Temperature Module GEN2 on 3,2023-06-04
N20,y,TOP10,PB6,EZRDM,50uM,40ug,2,TOP10PB6|50uM|2,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N20 of 3 on Temperature Module GEN2 on 3,2023-06-04
O20,y,TOP10,PB6,EZRDM,75uM,40ug,0,TOP10PB6|75uM|0,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O20 of 3 on Temperature Module GEN2 on 3,2023-06-04
P20,y,TOP10,PB6,EZRDM,75uM,40ug,1,TOP10PB6|75uM|1,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P20 of 3 on Temperature Module GEN2 on 3,2023-06-04
A21,y,TOP10,PB6,EZRDM,75uM,40ug,2,TOP10PB6|75uM|2,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A21 of 3 on Temperature Module GEN2 on 3,2023-06-04
B21,y,TOP10,PB6,EZRDM,100uM,40ug,0,TOP10PB6|100uM|0,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B21 of 3 on Temperature Module GEN2 on 3,2023-06-04
C21,y,TOP10,PB6,EZRDM,100uM,40ug,1,TOP10PB6|100uM|1,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C21 of 3 on Temperature Module GEN2 on 3,2023-06-04
D21,y,TOP10,PB6,EZRDM,100uM,40ug,2,TOP10PB6|100uM|2,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D21 of 3 on Temperature Module GEN2 on 3,2023-06-04
E21,y,TOP10,PB6,EZRDM,125uM,40ug,0,TOP10PB6|125uM|0,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E21 of 3 on Temperature Module GEN2 on 3,2023-06-04
F21,y,TOP10,PB6,EZRDM,125uM,40ug,1,TOP10PB6|125uM|1,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F21 of 3 on Temperature Module GEN2 on 3,2023-06-04
G21,y,TOP10,PB6,EZRDM,125uM,40ug,2,TOP10PB6|125uM|2,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G21 of 3 on Temperature Module GEN2 on 3,2023-06-04
H21,y,TOP10,PB6,EZRDM,150um,40ug,0,TOP10PB6|150um|0,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H21 of 3 on Temperature Module GEN2 on 3,2023-06-04
I21,y,TOP10,PB6,EZRDM,150um,40ug,1,TOP10PB6|150um|1,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I21 of 3 on Temperature Module GEN2 on 3,2023-06-04
J21,y,TOP10,PB6,EZRDM,150um,40ug,2,TOP10PB6|150um|2,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J21 of 3 on Temperature Module GEN2 on 3,2023-06-04
K21,y,TOP10,PB7,EZRDM,0uM,40ug,0,TOP10PB7|0uM|0,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K21 of 3 on Temperature Module GEN2 on 3,2023-06-04
L21,y,TOP10,PB7,EZRDM,0uM,40ug,1,TOP10PB7|0uM|1,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L21 of 3 on Temperature Module GEN2 on 3,2023-06-04
M21,y,TOP10,PB7,EZRDM,0uM,40ug,2,TOP10PB7|0uM|2,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M21 of 3 on Temperature Module GEN2 on 3,2023-06-04
N21,y,TOP10,PB7,EZRDM,10uM,40ug,0,TOP10PB7|10uM|0,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N21 of 3 on Temperature Module GEN2 on 3,2023-06-04
O21,y,TOP10,PB7,EZRDM,10uM,40ug,1,TOP10PB7|10uM|1,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O21 of 3 on Temperature Module GEN2 on 3,2023-06-04
P21,y,TOP10,PB7,EZRDM,10uM,40ug,2,TOP10PB7|10uM|2,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P21 of 3 on Temperature Module GEN2 on 3,2023-06-04
A22,y,TOP10,PB7,EZRDM,25uM,40ug,0,TOP10PB7|25uM|0,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A22 of 3 on Temperature Module GEN2 on 3,2023-06-04
B22,y,TOP10,PB7,EZRDM,25uM,40ug,1,TOP10PB7|25uM|1,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B22 of 3 on Temperature Module GEN2 on 3,2023-06-04
C22,y,TOP10,PB7,EZRDM,25uM,40ug,2,TOP10PB7|25uM|2,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C22 of 3 on Temperature Module GEN2 on 3,2023-06-04
D22,y,TOP10,PB7,EZRDM,50uM,40ug,0,TOP10PB7|50uM|0,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D22 of 3 on Temperature Module GEN2 on 3,2023-06-04
E22,y,TOP10,PB7,EZRDM,50uM,40ug,1,TOP10PB7|50uM|1,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E22 of 3 on Temperature Module GEN2 on 3,2023-06-04
F22,y,TOP10,PB7,EZRDM,50uM,40ug,2,TOP10PB7|50uM|2,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F22 of 3 on Temperature Module GEN2 on 3,2023-06-04
G22,y,TOP10,PB7,EZRDM,75uM,40ug,0,TOP10PB7|75uM|0,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G22 of 3 on Temperature Module GEN2 on 3,2023-06-04
H22,y,TOP10,PB7,EZRDM,75uM,40ug,1,TOP10PB7|75uM|1,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H22 of 3 on Temperature Module GEN2 on 3,2023-06-04
I22,y,TOP10,PB7,EZRDM,75uM,40ug,2,TOP10PB7|75uM|2,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I22 of 3 on Temperature Module GEN2 on 3,2023-06-04
J22,y,TOP10,PB7,EZRDM,100uM,40ug,0,TOP10PB7|100uM|0,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J22 of 3 on Temperature Module GEN2 on 3,2023-06-04
K22,y,TOP10,PB7,EZRDM,100uM,40ug,1,TOP10PB7|100uM|1,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K22 of 3 on Temperature Module GEN2 on 3,2023-06-04
L22,y,TOP10,PB7,EZRDM,100uM,40ug,2,TOP10PB7|100uM|2,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L22 of 3 on Temperature Module GEN2 on 3,2023-06-04
M22,y,TOP10,PB7,EZRDM,125uM,40ug,0,TOP10PB7|125uM|0,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M22 of 3 on Temperature Module GEN2 on 3,2023-06-04
N22,y,TOP10,PB7,EZRDM,125uM,40ug,1,TOP10PB7|125uM|1,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N22 of 3 on Temperature Module GEN2 on 3,2023-06-04
O22,y,TOP10,PB7,EZRDM,125uM,40ug,2,TOP10PB7|125uM|2,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O22 of 3 on Temperature Module GEN2 on 3,2023-06-04
P22,y,TOP10,PB7,EZRDM,150um,40ug,0,TOP10PB7|150um|0,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P22 of 3 on Temperature Module GEN2 on 3,2023-06-04
A23,y,TOP10,PB7,EZRDM,150um,40ug,1,TOP10PB7|150um|1,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A23 of 3 on Temperature Module GEN2 on 3,2023-06-04
B23,y,TOP10,PB7,EZRDM,150um,40ug,2,TOP10PB7|150um|2,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B23 of 3 on Temperature Module GEN2 on 3,2023-06-04
